Date & Time	Document	Draft	Total Words	Average Sentence	Passive Index	Style Index	Bog Index	Reading Grade	Jargon	Glue	Pep	Task	Audience	Author
02 Nov 2019 08:22	kentucky_housing_corporation_refined.docx	Original	95061	17.2	20	58	79	15.0	1.7	35	10	General Writing	Public	john
02 Nov 2019 08:35	kondaur_capital_corporation_all.docx	Original	1748	13.3	17	76	64	13.1	0.7	36	18	General Writing	Public	john
02 Nov 2019 08:36	kondaur_capital_corporation_refined.docx	Original	1615	20.4	28	79	69	15.5	0.5	38	16	General Writing	Public	john
02 Nov 2019 08:37	lakeview_loan_servicing_llc_all.docx	Original	6677	11.7	11	45	42	10.4	1.0	37	20	General Writing	Public	john
02 Nov 2019 08:38	lakeview_loan_servicing_llc_refined.docx	Original	6117	16.1	16	47	47	11.8	0.8	38	17	General Writing	Public	john
02 Nov 2019 08:40	land_home_financial_services_all.docx	Original	25824	13.5	17	59	56	11.3	1.3	39	14	General Writing	Public	john
02 Nov 2019 08:45	land_home_financial_services_refined.docx	Original	23742	16.9	23	59	59	12.3	1.1	41	12	General Writing	Public	john
02 Nov 2019 08:48	leaderone_financial_corporation_all.docx	Original	466	5.8	4	30	36	8.2	0.2	34	20	General Writing	Public	john
02 Nov 2019 08:49	leaderone_financial_corporation_refined.docx	Original	367	9.4	5	24	31	9.0	0.0	35	21	General Writing	Public	john
02 Nov 2019 08:49	lenderlive_network_llc_all.docx	Original	5801	6.8	4	57	91	14.6	3.9	24	16	General Writing	Public	john
02 Nov 2019 08:51	lenderlive_network_llc_refined.docx	Original	4233	13.7	10	73	95	16.4	3.2	31	14	General Writing	Public	john
02 Nov 2019 09:08	loandepotcom_all.docx	Original	363977	15.8	11	43	43	10.6	0.7	40	15	General Writing	Public	john
02 Nov 2019 10:07	loandepotcom_refined.docx	Original	348143	17.6	13	43	46	11.1	0.6	41	13	General Writing	Public	john
02 Nov 2019 10:51	loan_simple_inc_all.docx	Original	6008	8.7	5	27	47	9.5	1.7	34	18	General Writing	Public	john
02 Nov 2019 10:53	loan_simple_inc_refined.docx	Original	5068	12.8	8	31	43	10.1	1.3	38	15	General Writing	Public	john
02 Nov 2019 10:54	mann_mortgage_llc_all.docx	Original	19639	7.7	4	38	67	10.9	2.8	29	16	General Writing	Public	john
02 Nov 2019 10:58	mann_mortgage_llc_refined.docx	Original	15502	14.3	9	44	57	12.2	1.6	36	13	General Writing	Public	john
02 Nov 2019 11:01	mason_mcduffie_mortgage_corp_all.docx	Original	15906	12.7	13	60	57	11.2	0.7	41	13	General Writing	Public	john
02 Nov 2019 11:04	mason_mcduffie_mortgage_corp_refined.docx	Original	14437	17.5	19	63	60	12.5	0.6	43	10	General Writing	Public	john
02 Nov 2019 11:06	mclean_mortgage_corporation_all.docx	Original	13341	9.9	7	30	58	10.2	3.3	34	17	General Writing	Public	john
02 Nov 2019 11:09	mclean_mortgage_corporation_refined.docx	Original	11746	13.3	10	32	55	10.7	3.2	37	16	General Writing	Public	john
02 Nov 2019 11:12	megastar_financial_corp_all.docx	Original	30819	10.2	7	47	43	9.1	1.0	35	18	General Writing	Public	john
02 Nov 2019 11:17	megastar_financial_corp_refined.docx	Original	26581	16.9	14	51	45	11.1	0.8	40	14	General Writing	Public	john
02 Nov 2019 11:22	member_first_mortgage_llc_all.docx	Original	18917	13.6	19	60	56	11.2	1.0	39	16	General Writing	Public	john
02 Nov 2019 11:25	member_first_mortgage_llc_refined.docx	Original	17671	17.3	25	62	58	12.1	0.7	41	14	General Writing	Public	john
02 Nov 2019 11:28	michigan_mutual_inc_all.docx	Original	5912	12.6	8	47	47	11.0	2.3	36	17	General Writing	Public	john
02 Nov 2019 11:30	michigan_mutual_inc_refined.docx	Original	5277	14.9	10	50	46	11.5	1.8	38	16	General Writing	Public	john
02 Nov 2019 11:31	midisland_mortgage_corp_all.docx	Original	29345	14.6	8	43	56	11.8	1.0	36	13	General Writing	Public	john
02 Nov 2019 11:37	midisland_mortgage_corp_refined.docx	Original	26550	17.4	11	43	58	12.6	0.7	38	11	General Writing	Public	john
02 Nov 2019 11:41	midwest_loan_solutions_inc_all.docx	Original	1674	4.6	1	39	111	16.3	5.4	14	14	General Writing	Public	john
02 Nov 2019 11:41	midwest_loan_solutions_inc_refined.docx	Original	699	8.8	5	42	78	13.5	3.1	25	15	General Writing	Public	john
02 Nov 2019 11:42	mid_america_mortgage_inc_all.docx	Original	16730	12.8	10	51	54	10.8	1.3	37	13	General Writing	Public	john
02 Nov 2019 11:45	mid_america_mortgage_inc_refined.docx	Original	14757	14.9	13	53	52	11.2	0.8	39	12	General Writing	Public	john
02 Nov 2019 12:03	mi_financial_llc_all.docx	Original	322347	11.8	6	32	36	8.4	1.9	35	17	General Writing	Public	john
02 Nov 2019 12:53	mi_financial_llc_refined.docx	Original	281735	15.4	9	35	38	9.6	1.3	38	15	General Writing	Public	john
02 Nov 2019 13:29	mortgage_access_corp_all.docx	Original	190	5.6	9	47	48	9.6	1.6	31	21	General Writing	Public	john
02 Nov 2019 13:30	mortgage_access_corp_refined.docx	Original	142	11.8	25	63	41	9.9	0.0	35	18	General Writing	Public	john
02 Nov 2019 13:30	mortgage_center_lc_all.docx	Original	7669	9.1	8	37	36	8.3	0.8	35	18	General Writing	Public	john
02 Nov 2019 13:32	mortgage_center_lc_refined.docx	Original	6634	12.0	12	37	35	8.9	0.5	37	17	General Writing	Public	john
02 Nov 2019 13:33	mortgage_clearing_corporation_all.docx	Original	105	4.2	0	38	64	10.9	2.9	20	16	General Writing	Public	john
02 Nov 2019 13:34	mortgage_clearing_corporation_refined.docx	Original	59	7.4	0	67	78	12.8	3.4	29	13	General Writing	Public	john
02 Nov 2019 13:34	mortgage_management_consultants_inc_all.docx	Original	7208	10.8	13	51	54	10.6	1.2	38	12	General Writing	Public	john
02 Nov 2019 13:36	mortgage_management_consultants_inc_refined.docx	Original	6306	15.3	20	52	56	11.5	0.9	41	9	General Writing	Public	john
02 Nov 2019 13:42	mortgage_network_inc_all.docx	Original	140128	9.0	5	45	56	9.5	1.6	31	16	General Writing	Public	john
02 Nov 2019 14:04	mortgage_network_inc_refined.docx	Original	106602	14.3	11	54	53	11.0	1.2	38	14	General Writing	Public	john
02 Nov 2019 14:19	mortgage_research_center_all.docx	Original	5167	11.3	10	51	48	11.5	1.3	34	18	General Writing	Public	john
02 Nov 2019 14:20	mortgage_research_center_refined.docx	Original	4694	15.3	14	54	52	12.8	1.4	36	15	General Writing	Public	john
02 Nov 2019 14:22	mortgage_solutions_of_colorado_all.docx	Original	26060	10.4	6	39	47	10.3	1.4	33	17	General Writing	Public	john
02 Nov 2019 14:26	mortgage_solutions_of_colorado_refined.docx	Original	22368	14.8	9	42	47	11.3	1.0	37	15	General Writing	Public	john
02 Nov 2019 14:31	mountain_west_financial_inc_all.docx	Original	33598	12.7	11	45	46	10.5	1.2	36	16	General Writing	Public	john
02 Nov 2019 14:37	mountain_west_financial_inc_refined.docx	Original	29866	15.5	16	46	49	11.3	0.9	38	13	General Writing	Public	john
02 Nov 2019 14:43	movement_mortgage_all.docx	Original	46678	12.5	10	43	53	11.0	1.2	37	15	General Writing	Public	john
02 Nov 2019 14:50	movement_mortgage_refined.docx	Original	42230	16.2	14	46	55	12.2	1.0	39	14	General Writing	Public	john
02 Nov 2019 14:57	mycumortgage_llc_all.docx	Original	5640	11.2	8	39	62	12.0	1.5	33	16	General Writing	Public	john
02 Nov 2019 14:58	mycumortgage_llc_refined.docx	Original	4937	14.6	11	42	63	12.8	1.4	35	13	General Writing	Public	john
02 Nov 2019 15:11	nationstar_mortgage_all.docx	Original	265306	13.4	8	41	36	9.2	0.7	41	18	General Writing	Public	john
02 Nov 2019 15:54	nationstar_mortgage_refined.docx	Original	248021	16.6	11	43	38	10.1	0.6	42	16	General Writing	Public	john
02 Nov 2019 16:27	nations_direct_mortgage_llc_all.docx	Original	32429	12.1	10	42	52	10.0	2.0	35	13	General Writing	Public	john
02 Nov 2019 16:32	nations_direct_mortgage_llc_refined.docx	Original	28454	14.6	13	44	54	10.7	1.5	37	10	General Writing	Public	john
02 Nov 2019 16:40	nations_lending_corporation_all.docx	Original	119449	17.1	14	53	43	10.8	0.5	42	17	General Writing	Public	john
02 Nov 2019 17:00	nations_lending_corporation_refined.docx	Original	115738	18.9	16	53	45	11.4	0.4	42	16	General Writing	Public	john
02 Nov 2019 17:17	network_funding_lp_all.docx	Original	18412	7.6	6	60	65	10.8	2.3	31	17	General Writing	Public	john
02 Nov 2019 17:20	network_funding_lp_refined.docx	Original	13813	14.3	14	74	59	12.4	1.8	39	17	General Writing	Public	john
02 Nov 2019 17:24	newrez_llc_all.docx	Original	29183	12.7	9	49	72	13.3	1.8	35	15	General Writing	Public	john
02 Nov 2019 17:29	newrez_llc_refined.docx	Original	25797	16.2	12	53	70	13.8	1.5	38	13	General Writing	Public	john
02 Nov 2019 17:33	new_day_financial_llc_all.docx	Original	30781	13.3	11	53	60	11.9	1.3	38	16	General Writing	Public	john
02 Nov 2019 17:39	new_day_financial_llc_refined.docx	Original	28210	16.8	14	53	60	12.8	0.9	40	14	General Writing	Public	john
02 Nov 2019 17:44	new_hampshire_housing_finance_authority_all.docx	Original	18180	9.6	10	63	76	13.6	2.9	28	14	General Writing	Public	john
02 Nov 2019 17:47	new_hampshire_housing_finance_authority_refined.docx	Original	13849	14.9	19	71	77	14.6	2.4	33	11	General Writing	Public	john
02 Nov 2019 17:53	new_mexico_mortgage_finance_authority_all.docx	Original	85146	10.1	13	65	73	11.9	2.3	33	14	General Writing	Public	john
02 Nov 2019 18:06	new_mexico_mortgage_finance_authority_refined.docx	Original	69846	16.2	26	74	79	13.9	1.9	38	10	General Writing	Public	john
02 Nov 2019 18:27	nfm_inc_all.docx	Original	262019	13.1	15	45	70	11.7	1.7	36	16	General Writing	Public	john
02 Nov 2019 19:09	nfm_inc_refined.docx	Original	241747	15.9	20	47	67	12.3	1.4	38	14	General Writing	Public	john
02 Nov 2019 19:41	norcom_mortgage_all.docx	Original	15751	13.9	9	47	45	11.0	0.9	39	20	General Writing	Public	john
02 Nov 2019 19:44	norcom_mortgage_refined.docx	Original	14796	17.6	12	48	49	12.0	0.7	40	17	General Writing	Public	john
02 Nov 2019 19:47	north_dakota_housing_finance_agency_all.docx	Original	588	5.5	1	52	73	14.2	2.0	20	16	General Writing	Public	john
02 Nov 2019 19:47	north_dakota_housing_finance_agency_refined.docx	Original	447	9.9	2	60	82	15.6	2.7	24	11	General Writing	Public	john
02 Nov 2019 19:52	nova_home_loans_all.docx	Original	139066	11.5	16	54	56	10.5	1.0	40	14	General Writing	Public	john
02 Nov 2019 20:15	nova_home_loans_refined.docx	Original	127444	16.4	25	57	60	12.0	0.8	42	10	General Writing	Public	john
02 Nov 2019 20:34	oceanside_mortgage_company_all.docx	Original	42718	16.1	13	49	42	10.7	0.6	41	16	General Writing	Public	john
02 Nov 2019 20:41	oceanside_mortgage_company_refined.docx	Original	40245	18.3	15	49	45	11.4	0.4	42	15	General Writing	Public	john
02 Nov 2019 20:48	ocwen_loan_servicing_llc_all.docx	Original	13852	12.2	10	58	70	13.3	2.3	34	16	General Writing	Public	john
02 Nov 2019 20:50	ocwen_loan_servicing_llc_refined.docx	Original	12122	18.1	17	65	70	15.0	1.9	37	16	General Writing	Public	john
02 Nov 2019 21:01	on_q_financial_all.docx	Original	218019	12.9	8	36	97	15.0	1.6	32	15	General Writing	Public	john
02 Nov 2019 21:35	on_q_financial_refined.docx	Original	191421	16.9	11	38	91	15.5	1.1	35	13	General Writing	Public	john
02 Nov 2019 22:02	paramount_residential_mortgage_all.docx	Original	3461	12.7	13	75	72	14.2	2.8	34	17	General Writing	Public	john
02 Nov 2019 22:03	paramount_residential_mortgage_refined.docx	Original	2824	17.5	22	82	77	15.1	1.4	38	16	General Writing	Public	john
02 Nov 2019 22:04	parkside_lending_llc_all.docx	Original	13361	13.1	13	51	65	12.9	1.6	33	15	General Writing	Public	john
02 Nov 2019 22:06	parkside_lending_llc_refined.docx	Original	12113	17.7	19	53	70	14.5	1.4	35	12	General Writing	Public	john
02 Nov 2019 22:10	pennsylvania_housing_finance_agency_all.docx	Original	41808	10.2	13	76	81	13.4	2.2	32	15	General Writing	Public	john
02 Nov 2019 22:16	pennsylvania_housing_finance_agency_refined.docx	Original	34175	16.1	26	81	82	14.6	1.6	36	12	General Writing	Public	john
02 Nov 2019 22:32	pennymac_loan_services_all.docx	Original	253582	14.4	12	52	48	10.5	0.8	40	16	General Writing	Public	john
02 Nov 2019 23:13	pennymac_loan_services_refined.docx	Original	239598	16.8	15	52	49	11.2	0.7	42	15	General Writing	Public	john
02 Nov 2019 23:46	peoples_mortgage_corp_all.docx	Original	40212	7.4	5	40	53	9.9	1.4	32	19	General Writing	Public	john
02 Nov 2019 23:53	peoples_mortgage_corp_refined.docx	Original	31311	14.8	12	49	46	11.0	0.7	39	15	General Writing	Public	john
02 Nov 2019 23:59	planet_home_lending_llc_all.docx	Original	44132	9.2	4	27	47	9.3	0.9	30	19	General Writing	Public	john
03 Nov 2019 00:06	planet_home_lending_llc_refined.docx	Original	38012	12.7	7	31	47	10.1	0.6	33	16	General Writing	Public	john
03 Nov 2019 00:17	platinum_home_mortgage_corp_all.docx	Original	134217	10.7	7	40	45	9.2	0.9	37	18	General Writing	Public	john
03 Nov 2019 00:38	platinum_home_mortgage_corp_refined.docx	Original	117786	14.3	10	42	45	10.0	0.7	39	15	General Writing	Public	john
03 Nov 2019 00:55	platinum_mortgage_wholesale_all.docx	Original	906	6.8	0	28	71	14.4	4.6	18	16	General Writing	Public	john
03 Nov 2019 00:55	platinum_mortgage_wholesale_refined.docx	Original	464	12.5	0	43	67	13.6	3.0	27	12	General Writing	Public	john
03 Nov 2019 00:56	plaza_home_mortgage_all.docx	Original	6729	8.6	6	45	50	11.4	2.4	31	19	General Writing	Public	john
03 Nov 2019 00:57	plaza_home_mortgage_refined.docx	Original	5289	13.3	11	50	51	12.3	1.7	35	15	General Writing	Public	john
03 Nov 2019 01:08	pmt_all.docx	Original	253582	14.4	12	52	48	10.5	0.8	40	16	General Writing	Public	john
03 Nov 2019 01:50	pmt_refined.docx	Original	239598	16.8	15	52	49	11.2	0.7	42	15	General Writing	Public	john
03 Nov 2019 01:22	primary_residential_mortgage_inc_all.docx	Original	1031	7.0	9	50	45	9.3	0.5	34	20	General Writing	Public	john
03 Nov 2019 01:22	primary_residential_mortgage_inc_refined.docx	Original	839	10.4	15	50	43	9.7	0.6	39	17	General Writing	Public	john
03 Nov 2019 01:40	primelending_plainscapital_all.docx	Original	398921	14.5	9	38	43	10.1	0.8	38	16	General Writing	Public	john
03 Nov 2019 02:45	primelending_plainscapital_refined.docx	Original	379967	16.5	11	39	45	10.8	0.6	39	15	General Writing	Public	john
03 Nov 2019 03:34	provident_funding_all.docx	Original	19400	13.4	20	72	55	11.0	1.5	39	19	General Writing	Public	john
03 Nov 2019 03:37	provident_funding_refined.docx	Original	18207	17.1	27	74	58	12.2	1.4	40	16	General Writing	Public	john
03 Nov 2019 03:56	0_quicken_loans_all.docx	Original	348965	14.3	8	37	35	9.2	0.6	41	17	General Writing	Public	john
03 Nov 2019 04:54	1_quicken_loans_all.docx	Original	349000	14.4	9	38	36	9.3	0.6	41	17	General Writing	Public	john
03 Nov 2019 05:53	2_quicken_loans_all.docx	Original	348939	14.4	9	38	36	9.4	0.6	41	17	General Writing	Public	john
03 Nov 2019 06:52	3_quicken_loans_all.docx	Original	348947	14.4	9	38	36	9.3	0.5	41	17	General Writing	Public	john
03 Nov 2019 07:51	4_quicken_loans_all.docx	Original	349041	14.5	10	39	37	9.3	0.5	41	16	General Writing	Public	john
03 Nov 2019 08:49	5_quicken_loans_all.docx	Original	348919	14.4	9	38	36	9.3	0.6	41	17	General Writing	Public	john
03 Nov 2019 09:45	6_quicken_loans_all.docx	Original	307115	14.3	9	38	35	9.2	0.5	41	17	General Writing	Public	john
03 Nov 2019 10:40	0_quicken_loans_refined.docx	Original	349891	15.9	10	39	37	9.8	0.5	42	16	General Writing	Public	john
03 Nov 2019 11:37	1_quicken_loans_refined.docx	Original	349911	16.1	11	39	37	9.8	0.5	42	16	General Writing	Public	john
03 Nov 2019 12:37	2_quicken_loans_refined.docx	Original	349877	16.0	10	39	37	9.9	0.5	42	16	General Writing	Public	john
03 Nov 2019 13:36	3_quicken_loans_refined.docx	Original	349889	16.0	11	40	37	9.8	0.5	42	16	General Writing	Public	john
03 Nov 2019 14:33	4_quicken_loans_refined.docx	Original	349886	16.1	11	40	38	9.8	0.5	42	15	General Writing	Public	john
03 Nov 2019 15:33	5_quicken_loans_refined.docx	Original	349876	16.0	10	38	37	9.8	0.5	42	16	General Writing	Public	john
03 Nov 2019 16:21	6_quicken_loans_refined.docx	Original	152718	15.9	10	40	38	9.8	0.5	42	15	General Writing	Public	john
03 Nov 2019 16:52	ranlife_inc_all.docx	Original	224172	10.0	6	38	31	7.2	0.5	38	19	General Writing	Public	john
03 Nov 2019 17:27	ranlife_inc_refined.docx	Original	184391	15.0	11	43	38	9.3	0.4	42	16	General Writing	Public	john
03 Nov 2019 17:52	reliance_first_capital_llc_all.docx	Original	21668	15.0	20	59	55	12.0	0.7	39	14	General Writing	Public	john
03 Nov 2019 17:56	reliance_first_capital_llc_refined.docx	Original	20484	18.3	25	61	59	13.1	0.5	40	12	General Writing	Public	john
03 Nov 2019 18:00	residential_bancorp_all.docx	Original	11296	9.5	10	45	48	9.6	1.4	36	17	General Writing	Public	john
03 Nov 2019 18:02	residential_bancorp_refined.docx	Original	9953	13.3	15	48	48	10.4	1.3	40	14	General Writing	Public	john
03 Nov 2019 18:04	residential_wholesale_mortgage_inc_all.docx	Original	15276	10.0	6	50	55	11.0	0.9	35	20	General Writing	Public	john
03 Nov 2019 18:07	residential_wholesale_mortgage_inc_refined.docx	Original	13270	17.3	13	55	49	12.4	0.8	39	16	General Writing	Public	john
03 Nov 2019 18:09	rhode_island_housing_and_mortgage_finance_corporation_all.docx	Original	7066	9.0	7	50	58	10.9	1.4	33	16	General Writing	Public	john
03 Nov 2019 18:11	rhode_island_housing_and_mortgage_finance_corporation_refined.docx	Original	5819	14.0	11	53	62	12.3	1.4	36	12	General Writing	Public	john
03 Nov 2019 18:12	right_start_mortgage_inc_all.docx	Original	1730	7.1	5	46	46	9.0	1.9	33	20	General Writing	Public	john
03 Nov 2019 18:13	right_start_mortgage_inc_refined.docx	Original	1357	11.1	7	52	43	9.7	1.1	38	18	General Writing	Public	john
03 Nov 2019 18:13	rocky_mountain_mortgage_compan_all.docx	Original	5884	10.0	5	45	49	10.2	1.1	33	19	General Writing	Public	john
03 Nov 2019 18:15	rocky_mountain_mortgage_compan_refined.docx	Original	4895	15.1	9	49	46	11.1	1.0	38	16	General Writing	Public	john
03 Nov 2019 18:16	roundpoint_mortgage_company_all.docx	Original	17397	11.7	13	75	61	12.1	2.1	38	17	General Writing	Public	john
03 Nov 2019 18:19	roundpoint_mortgage_company_refined.docx	Original	15328	17.5	23	80	65	13.6	1.6	41	14	General Writing	Public	john
03 Nov 2019 18:32	ruoff_home_mortgage_all.docx	Original	237825	11.7	6	39	34	8.3	0.4	39	19	General Writing	Public	john
03 Nov 2019 19:09	ruoff_home_mortgage_refined.docx	Original	219034	14.9	9	40	36	9.3	0.4	41	16	General Writing	Public	john
03 Nov 2019 19:40	rushmore_loan_management_services_llc_all.docx	Original	43478	15.6	12	45	176	23.4	2.1	21	14	General Writing	Public	john
03 Nov 2019 19:47	rushmore_loan_management_services_llc_refined.docx	Original	37657	18.2	16	49	168	23.3	2.0	23	13	General Writing	Public	john
03 Nov 2019 19:55	r_p_funding_inc_all.docx	Original	57554	10.9	7	35	46	9.4	4.0	29	17	General Writing	Public	john
03 Nov 2019 20:05	r_p_funding_inc_refined.docx	Original	49973	15.6	12	38	42	10.5	1.1	32	14	General Writing	Public	john
03 Nov 2019 20:12	selene_finance_lp_all.docx	Original	539	11.7	15	51	64	12.9	1.5	34	18	General Writing	Public	john
03 Nov 2019 20:13	selene_finance_lp_refined.docx	Original	488	14.4	21	53	66	13.7	1.4	36	17	General Writing	Public	john
03 Nov 2019 20:15	sfmc_lp_all.docx	Original	62243	10.9	8	42	54	10.2	0.8	37	18	General Writing	Public	john
03 Nov 2019 20:25	sfmc_lp_refined.docx	Original	54813	15.5	13	46	53	11.1	0.7	40	15	General Writing	Public	john
03 Nov 2019 20:34	sierra_pacific_mortgage_all.docx	Original	11419	10.3	6	42	54	11.5	1.8	35	20	General Writing	Public	john
03 Nov 2019 20:36	sierra_pacific_mortgage_refined.docx	Original	10163	16.5	12	44	55	12.9	1.2	38	15	General Writing	Public	john
03 Nov 2019 20:38	siwell_inc_dba_capital_mortgage_services_of_texas_all.docx	Original	4903	12.8	13	69	56	11.5	1.1	38	17	General Writing	Public	john
03 Nov 2019 20:39	siwell_inc_dba_capital_mortgage_services_of_texas_refined.docx	Original	4380	16.8	19	74	57	12.5	0.7	39	15	General Writing	Public	john
03 Nov 2019 20:42	skyline_home_loans_all.docx	Original	52658	10.3	8	39	47	9.8	1.1	36	17	General Writing	Public	john
03 Nov 2019 20:50	skyline_home_loans_refined.docx	Original	45468	14.6	12	42	46	10.8	0.9	39	14	General Writing	Public	john
03 Nov 2019 20:59	southern_trust_mortgage_llc_all.docx	Original	51643	11.7	9	43	41	9.5	1.0	36	19	General Writing	Public	john
03 Nov 2019 21:07	southern_trust_mortgage_llc_refined.docx	Original	46416	17.1	15	47	41	10.9	0.7	39	16	General Writing	Public	john
03 Nov 2019 21:15	specialized_loan_servicing_llc_all.docx	Original	26946	12.0	11	60	64	12.6	2.4	35	17	General Writing	Public	john
03 Nov 2019 21:20	specialized_loan_servicing_llc_refined.docx	Original	24391	15.7	15	60	65	13.6	2.0	36	15	General Writing	Public	john
03 Nov 2019 21:24	standard_mortgage_corporation_all.docx	Original	22324	10.6	9	46	44	9.7	0.8	36	17	General Writing	Public	john
03 Nov 2019 21:28	standard_mortgage_corporation_refined.docx	Original	19955	14.5	14	49	45	10.8	0.6	39	15	General Writing	Public	john
03 Nov 2019 21:32	stearns_lending_all.docx	Original	21603	13.5	12	57	58	11.6	1.4	38	15	General Writing	Public	john
03 Nov 2019 21:36	stearns_lending_refined.docx	Original	19590	17.0	17	60	60	12.5	1.0	40	13	General Writing	Public	john
03 Nov 2019 21:52	stockton_mortgage_corporation_all.docx	Original	315134	13.9	9	39	32	8.9	0.6	41	19	General Writing	Public	john
03 Nov 2019 22:42	stockton_mortgage_corporation_refined.docx	Original	292695	17.2	12	40	34	9.9	0.4	43	17	General Writing	Public	john
03 Nov 2019 23:21	suburban_mortgage_inc_all.docx	Original	10083	11.1	10	47	42	10.0	1.1	36	19	General Writing	Public	john
03 Nov 2019 23:23	suburban_mortgage_inc_refined.docx	Original	9086	16.1	15	49	44	11.4	0.8	39	16	General Writing	Public	john
03 Nov 2019 23:26	summit_funding_inc_all.docx	Original	47560	12.3	9	39	33	8.5	0.9	39	19	General Writing	Public	john
03 Nov 2019 23:34	summit_funding_inc_refined.docx	Original	43858	15.2	12	41	35	9.4	0.7	41	18	General Writing	Public	john
03 Nov 2019 23:46	sunwest_mortgage_company_all.docx	Original	123779	8.1	4	58	44	7.5	0.7	36	21	General Writing	Public	john
04 Nov 2019 00:05	sunwest_mortgage_company_refined.docx	Original	103568	11.8	7	58	44	8.5	0.7	40	18	General Writing	Public	john
04 Nov 2019 00:20	supreme_lending_all.docx	Original	13415	13.2	17	74	52	11.2	1.5	40	17	General Writing	Public	john
04 Nov 2019 00:22	supreme_lending_refined.docx	Original	12054	17.1	24	78	54	12.1	1.1	42	15	General Writing	Public	john
04 Nov 2019 00:25	swbc_mortgage_corporation_all.docx	Original	5987	12.1	14	53	58	11.7	1.2	36	17	General Writing	Public	john
04 Nov 2019 00:26	swbc_mortgage_corporation_refined.docx	Original	5443	14.6	18	54	59	12.2	0.8	37	15	General Writing	Public	john
04 Nov 2019 00:27	the_bankers_guarantee_title__trust_company_all.docx	Original	527	6.9	7	51	62	11.4	1.5	33	18	General Writing	Public	john
04 Nov 2019 00:28	the_bankers_guarantee_title__trust_company_refined.docx	Original	427	12.6	12	53	61	12.8	0.5	37	13	General Writing	Public	john
04 Nov 2019 00:29	the_money_house_inc_all.docx	Original	23078	16.1	20	86	63	13.1	1.4	39	17	General Writing	Public	john
04 Nov 2019 00:33	the_money_house_inc_refined.docx	Original	21553	20.0	27	88	67	14.4	1.1	41	15	General Writing	Public	john
04 Nov 2019 00:37	the_money_source_inc_all.docx	Original	33893	11.9	8	47	50	10.6	1.5	38	18	General Writing	Public	john
04 Nov 2019 00:43	the_money_source_inc_refined.docx	Original	31138	14.3	10	48	52	11.3	1.2	39	16	General Writing	Public	john
04 Nov 2019 00:48	thrive_mortgage_llc_all.docx	Original	300	5.3	2	26	49	9.0	1.3	34	22	General Writing	Public	john
04 Nov 2019 00:48	thrive_mortgage_llc_refined.docx	Original	242	11.0	5	33	44	10.0	1.2	37	15	General Writing	Public	john
04 Nov 2019 01:21	total_mortgage_services_all.docx	Original	571964	14.2	9	41	39	9.7	0.5	40	15	General Writing	Public	john
04 Nov 2019 02:54	total_mortgage_services_refined.docx	Original	539905	16.4	11	41	41	10.4	0.4	41	14	General Writing	Public	john
04 Nov 2019 03:55	truhome_solutions_llc_all.docx	Original	18016	13.8	10	43	63	12.7	1.5	37	13	General Writing	Public	john
04 Nov 2019 03:58	truhome_solutions_llc_refined.docx	Original	16762	17.6	14	44	67	13.9	1.5	38	11	General Writing	Public	john
04 Nov 2019 04:02	union_home_mortgage_corporation_all.docx	Original	27359	12.5	11	41	51	11.0	1.4	34	15	General Writing	Public	john
04 Nov 2019 04:07	union_home_mortgage_corporation_refined.docx	Original	23500	15.5	15	44	53	11.7	0.8	38	14	General Writing	Public	john
04 Nov 2019 04:11	united_mortgage_corporation_all.docx	Original	16051	12.8	14	59	55	11.7	1.6	33	16	General Writing	Public	john
04 Nov 2019 04:14	united_mortgage_corporation_refined.docx	Original	13809	14.8	18	60	57	12.3	1.4	36	15	General Writing	Public	john
04 Nov 2019 04:17	united_security_financial_all.docx	Original	33543	11.8	8	40	36	8.9	1.0	39	17	General Writing	Public	john
04 Nov 2019 04:23	united_security_financial_refined.docx	Original	29936	15.4	11	43	36	9.7	0.7	42	15	General Writing	Public	john
04 Nov 2019 04:27	universal_lending_corporation_all.docx	Original	845	6.4	3	43	41	8.8	0.2	32	21	General Writing	Public	john
04 Nov 2019 04:28	universal_lending_corporation_refined.docx	Original	680	12.6	7	50	44	9.9	0.0	36	16	General Writing	Public	john
04 Nov 2019 04:29	vanderbilt_mortgage_all.docx	Original	22083	7.3	8	55	56	9.3	4.3	29	19	General Writing	Public	john
04 Nov 2019 04:33	vanderbilt_mortgage_refined.docx	Original	16494	14.9	21	69	51	11.4	1.6	37	17	General Writing	Public	john
04 Nov 2019 04:36	vandyk_mortgage_corporation_all.docx	Original	798	7.0	4	48	46	9.9	1.0	31	21	General Writing	Public	john
04 Nov 2019 04:36	vandyk_mortgage_corporation_refined.docx	Original	656	11.9	7	53	42	10.6	0.6	35	19	General Writing	Public	john
04 Nov 2019 04:37	veritas_funding_llc_all.docx	Original	30726	13.1	10	54	36	9.0	0.7	43	18	General Writing	Public	john
04 Nov 2019 04:43	veritas_funding_llc_refined.docx	Original	28972	16.9	13	55	38	10.2	0.6	44	16	General Writing	Public	john
04 Nov 2019 04:47	village_capital__investment_all.docx	Original	7628	12.9	13	60	43	10.1	0.6	41	18	General Writing	Public	john
04 Nov 2019 04:49	village_capital__investment_refined.docx	Original	7019	16.7	18	62	44	11.1	0.5	43	16	General Writing	Public	john
