Date & Time	Document	Draft	Total Words	Average Sentence	Passive Index	Style Index	Bog Index	Reading Grade	Jargon	Glue	Pep	Task	Audience	Author
04 Nov 2019 04:56	vip_mortgage_inc_all.docx	Original	139125	10.5	7	35	42	9.0	1.2	36	19	General Writing	Public	john
04 Nov 2019 05:17	vip_mortgage_inc_refined.docx	Original	121589	14.9	10	38	41	10.0	0.7	39	15	General Writing	Public	john
04 Nov 2019 05:50	virginia_housing_development_authority_all.docx	Original	337160	13.4	11	53	71	13.7	2.0	34	14	General Writing	Public	john
04 Nov 2019 06:44	virginia_housing_development_authority_refined.docx	Original	306340	17.3	16	55	74	14.7	1.5	36	11	General Writing	Public	john
04 Nov 2019 07:24	wallick_and_volk_inc_all.docx	Original	12576	10.9	13	54	57	10.8	1.3	38	17	General Writing	Public	john
04 Nov 2019 07:26	wallick_and_volk_inc_refined.docx	Original	11204	15.8	21	58	59	12.1	1.1	41	13	General Writing	Public	john
04 Nov 2019 07:28	waterstone_mortgage_corp_all.docx	Original	21271	12.8	12	58	60	11.9	1.2	36	15	General Writing	Public	john
04 Nov 2019 07:32	waterstone_mortgage_corp_refined.docx	Original	19494	15.6	16	60	62	12.5	0.9	38	13	General Writing	Public	john
04 Nov 2019 07:36	wei_mortgage_llc_all.docx	Original	17929	12.1	11	57	65	11.9	1.3	37	17	General Writing	Public	john
04 Nov 2019 07:39	wei_mortgage_llc_refined.docx	Original	16244	16.7	16	58	68	13.3	1.3	39	14	General Writing	Public	john
04 Nov 2019 07:42	weststar_mortgage_inc_all.docx	Original	8639	11.6	11	62	61	12.1	1.8	35	18	General Writing	Public	john
04 Nov 2019 07:44	weststar_mortgage_inc_refined.docx	Original	7650	17.0	18	66	63	13.6	1.4	38	15	General Writing	Public	john
04 Nov 2019 08:01	wintrust_mortgage_company_all.docx	Original	367109	15.6	11	40	41	10.1	0.5	42	15	General Writing	Public	john
04 Nov 2019 09:01	wintrust_mortgage_company_refined.docx	Original	352963	17.6	13	41	43	10.8	0.5	42	14	General Writing	Public	john
04 Nov 2019 09:48	wisconsin_housing_and_economic_development_authority_all.docx	Original	52342	10.0	12	64	80	13.3	2.5	30	12	General Writing	Public	john
04 Nov 2019 09:56	wisconsin_housing_and_economic_development_authority_refined.docx	Original	43804	13.7	19	68	82	14.3	2.3	34	10	General Writing	Public	john
04 Nov 2019 10:04	wyoming_community_development_authority_all.docx	Original	22477	8.8	10	51	65	10.3	2.4	29	15	General Writing	Public	john
04 Nov 2019 10:08	wyoming_community_development_authority_refined.docx	Original	18337	12.7	17	54	71	11.7	2.1	34	12	General Writing	Public	john
